¤é´Á	201501	201407
1	12	26.2
2	10.6	26
3	12.6	27.2
4	13.5	26.1
5	14.8	25.4
6	17.5	26
7	16.3	26.9
8	15.3	26.6
9	12.7	27.2
10	13.4	27
11	12.1	26.1
12	16.1	25.5
13	15.5	25.4
14	17.2	27.4
15	13.3	26
16	15	27
17	11.9	25.5
18	11.7	25.2
19	14.7	24.7
20	16.8	24.9
21	14.8	24.9
22	12.1	25.5
23	12.3	25.1
24	10.9	25.9
25	15.4	24.9
26	17.9	24.3
27	17.4	24.6
28	17.6	25.4
29	16.7	24.6
30	15.5	26.7
31	15.6	
